filepath,song,artist,album
2010/02/11/1265913862736_83350.wav,Bad,Michael Jackson,Bad
2010/02/11/1265914591892_26798.wav,Almost Easy,Avenged Sevenfold,Avenged Sevenfold
2010/02/11/1265914925644_27787.wav,Almost Easy,Avenged Sevenfold,Avenged Sevenfold
2010/02/11/1265915495138_13126.wav,Behind Blue Eyes,Limp Bizkit,Results May Vary
2010/02/11/1265915647631_22777.wav,Behind Blue Eyes,Limp Bizkit,Results May Vary
2010/02/11/1265915936780_62283.wav,The Way You Move,OutKast,Speakerboxxx / The Love Below
2010/02/11/1265916010716_55873.wav,The Way You Move,OutKast,Speakerboxxx / The Love Below
2010/02/11/1265916352836_19069.wav,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,Gonna Make You Sweat
2010/02/11/1265916403814_52721.wav,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,Gonna Make You Sweat
2010/02/11/1265917123314_20826.wav,Red Rover,Rosie Thomas,Only With Laughter Can You Win
2010/02/11/1265917266906_46597.wav,Red Rover,Rosie Thomas,Only With Laughter Can You Win
2010/02/11/1265917707032_36081.wav,Umbrella (feat. Jay-Z),Rihanna,Good Girl Gone Bad: Reloaded
2010/02/11/1265917722496_28495.wav,Closing Time,Semisonic,Feeling Strangely Fine
2010/02/11/1265924521791_66955.wav,null,"Giancarlo Chiaramello, Luciano Pavarotti & National Philharmonic Orchestra",Luciano Pavarotti - The Best
2010/02/11/1265924565423_75304.wav,California Dreamin',The Mamas & The Papas,The Mamas & The Papas Greatest Hits
2010/02/11/1265924592474_64684.wav,null,"Giancarlo Chiaramello, Luciano Pavarotti & National Philharmonic Orchestra",Luciano Pavarotti - The Best
2010/02/11/1265924695254_88946.wav,California Dreamin',The Mamas & The Papas,The Mamas & The Papas Greatest Hits
2010/02/11/1265925069376_48868.wav,Sexx Laws,Beck,Midnite Vultures
2010/02/11/1265925102636_56164.wav,Sexx Laws,Beck,Midnite Vultures
2010/02/11/1265925427583_21221.wav,Lyin' Eyes,Eagles,One of These Nights
2010/02/11/1265925476836_43980.wav,Lyin' Eyes,Eagles,One of These Nights
2010/02/11/1265925801589_56484.wav,Wind of Change,Scorpions,Crazy World
2010/02/11/1265925842248_42199.wav,Wind of Change,Scorpions,Crazy World
2010/02/11/1265925989983_38479.wav,Living Dead Girl,Rob Zombie,Hellbilly Deluxe
2010/02/11/1265926139573_12553.wav,Living Dead Girl,Rob Zombie,Hellbilly Deluxe
2010/02/11/1265926435796_66026.wav,Alive,Pearl Jam,Ten
2010/02/11/1265926484904_59863.wav,Alive,Pearl Jam,Ten
2010/02/11/1265926773779_87877.wav,It Wasn't Me,Shaggy,Hot Shot
2010/02/11/1265926819167_53737.wav,It Wasn't Me,Shaggy,Hot Shot
2010/02/11/1265927031984_92953.wav,It Wasn't Me,Shaggy,Hot Shot
2010/02/11/1265927099814_18929.wav,It Wasn't Me,Shaggy,Hot Shot
2010/02/11/1265927466526_46368.wav,Bump N' Grind,R. Kelly,12 Play
2010/02/11/1265927539195_33013.wav,Bump N' Grind,R. Kelly,12 Play
2010/02/11/1265928015673_56864.wav,Lights,Journey,Journey: Greatest Hits
2010/02/11/1265928126326_98888.wav,Lights,Journey,Journey: Greatest Hits
2010/02/11/1265928521433_50932.wav,Grind,Alice In Chains,Alice In Chains
2010/02/11/1265928612486_55151.wav,Grind,Alice In Chains,Alice In Chains
2010/02/11/1265928878414_15268.wav,Where'd You Go,Fort Minor featuring Holly Brook and Jonah Matranga,The Rising Tied (Deluxe Version)
2010/02/11/1265928929132_98120.wav,Where'd You Go,Fort Minor featuring Holly Brook and Jonah Matranga,The Rising Tied (Deluxe Version)
2010/02/11/1265932917683_98781.wav,Poker Face,Lady GaGa,The Fame
2010/02/11/1265932995044_73483.wav,Money,Pink Floyd,The Dark Side of the Moon (Remastered)
2010/02/11/1265933393435_29572.wav,Crushcrushcrush,Paramore,Riot!
2010/02/11/1265933457280_56419.wav,American Pie,Don McLean,American Pie
2010/02/11/1265933576230_16263.wav,Who Are You,The Who,Who Are You
2010/02/11/1265933636307_11871.wav,Torn,Natalie Imbruglia,Left of the Middle
2010/02/11/1265942574748_56938.wav,Single Ladies (Put a Ring On It),Beyoncé,I Am... Sasha Fierce
2010/02/11/1265942637004_90881.wav,Everybody Hurts,R.E.M.,Automatic for the People
2010/02/11/1265942770542_96846.wav,Hey There Delilah,Plain White T's,All That We Needed
2010/02/11/1265943654932_81833.wav,Barbara Ann,The Beach Boys,Sounds of Summer - The Very Best of The Beach Boys
2010/02/11/1265949651466_67193.wav,Dragula,Rob Zombie,Hellbilly Deluxe
2010/02/11/1265949768582_69943.wav,Hey Ya!,OutKast,Speakerboxxx / The Love Below
2010/02/11/1265952923039_80345.wav,S.O.S. (Let the Music Play),Jordin Sparks,Battlefield
2010/02/12/1265957810205_63866.wav,Michelle,The Beatles,Rubber Soul
2010/02/12/1265963436053_30775.wav,Bathwater,No Doubt,Return of Saturn
2010/02/12/1265972879622_29840.wav,Your Only Friends Are Make Believe,Bloodhound Gang,One Fierce Beer Coaster
2010/02/12/1265991072558_66020.wav,Mr. Carter,Lil Wayne & Jay-Z,Tha Carter III
2010/02/12/1265991146003_50723.wav,Mr. Carter,Lil Wayne & Jay-Z,Tha Carter III
2010/02/12/1265991251523_23414.wav,Mr. Carter,Lil Wayne & Jay-Z,Tha Carter III
2010/02/12/1265991508395_60488.wav,I Saw Her Standing There,The Beatles,Please Please Me
2010/02/12/1265991563524_24337.wav,I Saw Her Standing There,The Beatles,Please Please Me
2010/02/12/1265991618791_58956.wav,I Saw Her Standing There,The Beatles,Please Please Me
2010/02/12/1265991657449_56387.wav,I Saw Her Standing There,The Beatles,Please Please Me
2010/02/12/1265992144839_31242.wav,Dr. Feelgood,Mötley Crüe,Dr. Feelgood (Bonus Track Version)
2010/02/12/1265992176544_74637.wav,Dr. Feelgood,Mötley Crüe,Dr. Feelgood (Bonus Track Version)
2010/02/12/1265992229516_47589.wav,Dr. Feelgood,Mötley Crüe,Dr. Feelgood (Bonus Track Version)
2010/02/12/1265992519219_61297.wav,Bad to the Bone,George Thorogood & The Destroyers,Bad to the Bone
2010/02/12/1265992570100_35448.wav,Bad to the Bone,George Thorogood & The Destroyers,Bad to the Bone
2010/02/12/1265992620041_75712.wav,Bad to the Bone,George Thorogood & The Destroyers,Bad to the Bone
2010/02/12/1265992810912_95988.wav,Bad to the Bone,George Thorogood & The Destroyers,Bad to the Bone
2010/02/12/1265992859851_26983.wav,Bad to the Bone,George Thorogood & The Destroyers,Bad to the Bone
2010/02/12/1265993371413_91268.wav,Immigrant Song,Led Zeppelin,Led Zeppelin III (Remastered)
2010/02/12/1265993418301_37369.wav,Immigrant Song,Led Zeppelin,Led Zeppelin III (Remastered)
2010/02/12/1265993482190_96158.wav,Immigrant Song,Led Zeppelin,Led Zeppelin III (Remastered)
2010/02/12/1265993734960_80903.wav,Gettin' Jiggy Wit It,Will Smith,Big Willie Style
2010/02/12/1265993789842_43650.wav,Gettin' Jiggy Wit It,Will Smith,Big Willie Style
2010/02/12/1265993935272_51077.wav,Gettin' Jiggy Wit It,Will Smith,Big Willie Style
2010/02/12/1265993975780_28151.wav,Gettin' Jiggy Wit It,Will Smith,Big Willie Style
2010/02/12/1265994376745_76222.wav,No Diggity,Blackstreet & Dr. Dre,Another Level
2010/02/12/1265994441705_50515.wav,No Diggity,Blackstreet & Dr. Dre,Another Level
2010/02/12/1265994607527_13075.wav,No Diggity,Blackstreet & Dr. Dre,Another Level
2010/02/12/1265995241333_41597.wav,Stir It Up,Bob Marley,Legend (Deluxe Edition)
2010/02/12/1265995312615_40785.wav,Stir It Up,Bob Marley,Legend (Deluxe Edition)
2010/02/12/1265995388020_11348.wav,Stir It Up,Bob Marley,Legend (Deluxe Edition)
2010/02/12/1265995701153_60306.wav,Get Busy,Sean Paul,Dutty Rock
2010/02/12/1265995746220_10579.wav,Get Busy,Sean Paul,Dutty Rock
2010/02/12/1265995826629_59584.wav,Get Busy,Sean Paul,Dutty Rock
2010/02/12/1265995863468_75231.wav,Get Busy,Sean Paul,Dutty Rock
2010/02/12/1265995935729_32758.wav,Get Busy,Sean Paul,Dutty Rock
2010/02/12/1265996170748_91196.wav,I'll Make Love to You,Boyz II Men,II
2010/02/12/1265996239178_63201.wav,I'll Make Love to You,Boyz II Men,II
2010/02/12/1265996305976_67928.wav,I'll Make Love to You,Boyz II Men,II
2010/02/12/1265996610296_74624.wav,Absolutely (Story of a Girl),Nine Days,The Madding Crowd
2010/02/12/1265996647428_41410.wav,Absolutely (Story of a Girl),Nine Days,The Madding Crowd
2010/02/12/1265996703109_29177.wav,Absolutely (Story of a Girl),Nine Days,The Madding Crowd
2010/02/12/1265996965735_40142.wav,Lady Marmalade: Moulin Rouge,The Countdown Singers,Todays Movie Hits
2010/02/12/1265997000650_67499.wav,Lady Marmalade: Moulin Rouge,The Countdown Singers,Todays Movie Hits
2010/02/12/1265997032753_85218.wav,Lady Marmalade: Moulin Rouge,The Countdown Singers,Todays Movie Hits
2010/02/12/1265997140212_15933.wav,Lady Marmalade: Moulin Rouge,The Countdown Singers,Todays Movie Hits
2010/02/12/1265997197717_51911.wav,Lady Marmalade: Moulin Rouge,The Countdown Singers,Todays Movie Hits
2010/02/12/1266000807397_45787.wav,Mr. Self Destruct,Nine Inch Nails,The Downward Spiral
2010/02/12/1266000847875_93029.wav,Mr. Self Destruct,Nine Inch Nails,The Downward Spiral
2010/02/12/1266000908283_54464.wav,Hello (For You I'm Dying),4Lyn,Hello - Single
2010/02/12/1266001130250_68805.wav,Fight Fire With Fire,Metallica,Ride the Lightning
2010/02/12/1266001163460_41250.wav,Fight Fire With Fire,Metallica,Ride the Lightning
2010/02/12/1266001387640_67932.wav,Hemorrhage (In My Hands),Fuel,Something Like Human
2010/02/12/1266001505694_87170.wav,Hemorrhage (In My Hands),Fuel,Something Like Human
2010/02/12/1266002169051_74098.wav,I Am a Man of Constant Sorrow,The Soggy Bottom Boys,"O Brother, Where Art Thou? (Soundtrack from the Motion Picture)"
2010/02/12/1266002225151_32427.wav,I Am a Man of Constant Sorrow,The Soggy Bottom Boys,"O Brother, Where Art Thou? (Soundtrack from the Motion Picture)"
2010/02/12/1266002704632_38388.wav,Toxicity,System of a Down,Toxicity
2010/02/12/1266002786522_34431.wav,Toxicity,System of a Down,Toxicity
2010/02/12/1266003298915_11057.wav,Change (In the House of Flies),Deftones,White Pony
2010/02/12/1266003352603_70791.wav,Change (In the House of Flies),Deftones,White Pony
2010/02/12/1266003889346_30748.wav,Babe I'm Gonna Leave You,Led Zeppelin,Led Zeppelin (Remastered)
2010/02/12/1266003941672_65799.wav,Babe I'm Gonna Leave You,Led Zeppelin,Led Zeppelin (Remastered)
2010/02/12/1266004263982_13348.wav,Burnout,Green Day,Dookie
2010/02/12/1266004305202_37198.wav,Burnout,Green Day,Dookie
2010/02/12/1266004651986_20519.wav,Train,3 Doors Down,3 Doors Down (Bonus Track Version)
2010/02/12/1266004690527_92202.wav,Train,3 Doors Down,3 Doors Down (Bonus Track Version)
2010/02/12/1266004914266_98995.wav,December,Collective Soul,Collective Soul
2010/02/12/1266004961787_70325.wav,December,Collective Soul,Collective Soul
2010/02/12/1266005723673_42288.wav,When the Levee Breaks,Led Zeppelin,Led Zeppelin IV (Remastered)
2010/02/12/1266005768467_37851.wav,When the Levee Breaks,Led Zeppelin,Led Zeppelin IV (Remastered)
2010/02/12/1266006088853_74407.wav,Angel,Aerosmith,Permanent Vacation
2010/02/12/1266006142191_94397.wav,Angel,Aerosmith,Permanent Vacation
2010/02/12/1266006690459_24004.wav,Fool In the Rain,Led Zeppelin,In Through the Out Door (Remastered)
2010/02/12/1266006743648_78399.wav,Fool In the Rain,Led Zeppelin,In Through the Out Door (Remastered)
2010/02/12/1266006787832_18552.wav,Fool In the Rain,Led Zeppelin,In Through the Out Door (Remastered)
2010/02/12/1266006834476_10064.wav,Fool In the Rain,Led Zeppelin,In Through the Out Door (Remastered)
2010/02/12/1266007201645_15087.wav,The Best of My Love,Eagles,On the Border
2010/02/12/1266007257656_13818.wav,The Best of My Love,Eagles,On the Border
2010/02/12/1266009404345_31074.wav,Always Be My Baby,Mariah Carey,Daydream
2010/02/12/1266009508653_98442.wav,Always Be My Baby,Mariah Carey,Daydream
2010/02/12/1266009591919_81327.wav,Always Be My Baby,Mariah Carey,Daydream
2010/02/12/1266009990514_91657.wav,Leaving On a Jet Plane,Chantal Kreviazuk,Armageddon - The Album
2010/02/12/1266010080287_17587.wav,Leaving On a Jet Plane,Chantal Kreviazuk,Armageddon - The Album
2010/02/12/1266010143051_67865.wav,Leaving On a Jet Plane,Chantal Kreviazuk,Armageddon - The Album
2010/02/12/1266010342951_80736.wav,Hey You,Pink Floyd,The Wall (Remastered)
2010/02/12/1266010443598_72305.wav,Hey You,Pink Floyd,The Wall (Remastered)
2010/02/12/1266010514748_96946.wav,Hey You,Pink Floyd,The Wall (Remastered)
2010/02/12/1266011097786_20389.wav,Sultans of Swing,Dire Straits,Dire Straits
2010/02/12/1266011200104_60680.wav,Sultans of Swing,Dire Straits,Dire Straits
2010/02/12/1266011275264_38969.wav,Sultans of Swing,Dire Straits,Dire Straits
2010/02/12/1266011442703_60645.wav,First Date,Blink-182,Take Off Your Pants and Jacket
2010/02/12/1266011519504_26492.wav,First Date,Blink-182,Take Off Your Pants and Jacket
2010/02/12/1266011588797_69884.wav,First Date,Blink-182,Take Off Your Pants and Jacket
2010/02/12/1266012122764_37563.wav,Turn the Page,Metallica,"Garage, Inc."
2010/02/12/1266012223378_74883.wav,Turn the Page,Sam Morrison and Turn The Page,A Tribute to the Music of Bob Seger
2010/02/12/1266012273750_27883.wav,Turn the Page,Metallica,"Garage, Inc."
2010/02/12/1266012561116_98958.wav,Sweet Dreams (Are Made of This),Eurythmics,Eurythmics: Ultimate Collection (Remastered)
2010/02/12/1266012781095_62457.wav,Land of Confusion,Disturbed,Ten Thousand Fists
2010/02/12/1266012870440_84711.wav,Land of Confusion,Disturbed,Ten Thousand Fists
2010/02/12/1266012956885_52538.wav,Land of Confusion,Disturbed,Ten Thousand Fists
2010/02/12/1266013079176_17228.wav,More Than a Feeling,Boston,Boston
2010/02/12/1266013399082_60460.wav,You Don't Know How It Feels,Tom Petty,Wildflowers
2010/02/12/1266013545819_11546.wav,You Don't Know How It Feels,Tom Petty,Wildflowers
2010/02/12/1266013597742_20516.wav,You Don't Know How It Feels,Tom Petty,Wildflowers
2010/02/12/1266013707198_26806.wav,Light My Fire,The Doors,The Doors
2010/02/12/1266013774665_37197.wav,Light My Fire,The Doors,The Doors
2010/02/12/1266013864158_10348.wav,Light My Fire,The Doors,The Doors
2010/02/12/1266014880008_98788.wav,Viva la Vida,Coldplay,Viva la Vida or Death and All His Friends
2010/02/12/1266014956673_29354.wav,Love Bites,Def Leppard,Mirror Ball - Live & More
2010/02/12/1266015041022_71669.wav,Love Bites,Def Leppard,Mirror Ball - Live & More
2010/02/12/1266015113589_49666.wav,Love Bites,Def Leppard,Mirror Ball - Live & More
2010/02/12/1266015540529_14516.wav,"Swing, Swing",The All-American Rejects,The All-American Rejects
2010/02/12/1266015619949_82466.wav,"Swing, Swing",The All-American Rejects,The All-American Rejects
2010/02/12/1266015687693_93524.wav,"Swing, Swing",The All-American Rejects,The All-American Rejects
2010/02/12/1266016010453_70143.wav,Doin' Time,Sublime,Sublime
2010/02/12/1266016078303_74206.wav,Doin' Time,Sublime,Sublime
2010/02/12/1266016140173_94187.wav,Doin' Time,Sublime,Sublime
2010/02/12/1266016372792_74310.wav,Inside Out,Eve 6,Eve 6
2010/02/12/1266016438013_35869.wav,Inside Out,Eve 6,Eve 6
2010/02/12/1266016493874_92662.wav,Inside Out,Eve 6,Eve 6
2010/02/12/1266017111753_62217.wav,That's What You Get,Paramore,Riot!
2010/02/12/1266017186272_50404.wav,That's What You Get,Paramore,Riot!
2010/02/12/1266017257161_32662.wav,That's What You Get,Paramore,Riot!
2010/02/12/1266018032530_82416.wav,Sell All My Things,Rosie Thomas,Only With Laughter Can You Win
2010/02/12/1266018170976_35022.wav,Sell All My Things,Rosie Thomas,Only With Laughter Can You Win
2010/02/12/1266018238861_48469.wav,Sell All My Things,Rosie Thomas,Only With Laughter Can You Win
2010/02/12/1266018377111_13592.wav,With You,Chris Brown,Slow Grind
2010/02/12/1266018451191_13946.wav,With You,Chris Brown,Slow Grind
2010/02/12/1266018521574_91757.wav,With You,Chris Brown,Slow Grind
2010/02/12/1266018775678_97294.wav,3 Libras,A Perfect Circle,Mer de noms
2010/02/12/1266018844031_75752.wav,3 Libras,A Perfect Circle,Mer de noms
2010/02/12/1266018898458_16102.wav,3 Libras,A Perfect Circle,Mer de noms
2010/02/12/1266019061706_33664.wav,Hand In My Pocket,Alanis Morissette,Jagged Little Pill
2010/02/12/1266019174184_88152.wav,Hand In My Pocket,Alanis Morissette,Jagged Little Pill
2010/02/12/1266019251424_93388.wav,Hand In My Pocket,Alanis Morissette,Jagged Little Pill
2010/02/12/1266019390576_41631.wav,Ramble On,Led Zeppelin,Led Zeppelin II (Remastered)
2010/02/12/1266019455346_41388.wav,Ramble On,Led Zeppelin,Led Zeppelin II (Remastered)
2010/02/12/1266019508215_44218.wav,Ramble On,Led Zeppelin,Led Zeppelin II (Remastered)
2010/02/12/1266019581803_51433.wav,Hella Good,No Doubt,Rock Steady
2010/02/12/1266019592964_74670.wav,Hero,Enrique Iglesias,Escape
2010/02/12/1266019646231_25744.wav,Hella Good,No Doubt,Rock Steady
2010/02/12/1266019735008_11867.wav,Sweet Child O' Mine,Guns N' Roses,Appetite for Destruction
2010/02/12/1266019817695_44869.wav,Hella Good,No Doubt,Rock Steady
2010/02/12/1266020508974_16907.wav,Temperature,Sean Paul,The Trinity
2010/02/12/1266026069981_50985.wav,Blame It,Jamie Foxx,Intuition
2010/02/12/1266040540184_52968.wav,Seasons Of Love (Album Version),Rent - Motion Picture Cast,Rent (Selections from the Original Motion Picture Soundtrack)
2010/02/13/1266045096516_20529.wav,China Grove,The Doobie Brothers,The Very Best of The Doobie Brothers
2010/02/13/1266067224979_70254.wav,Paint It Black,The Rolling Stones,Aftermath
2010/02/13/1266074569437_19793.wav,Paint It Black,The Rolling Stones,Aftermath
2010/02/13/1266081569431_74318.wav,Umbrella (feat. Jay-Z),Rihanna,Good Girl Gone Bad: Reloaded
2010/02/13/1266081758042_85293.wav,Empire State of Mind (feat. Alicia Keys),Jay-Z,The Blueprint 3 (Deluxe Version)
2010/02/13/1266103880141_74002.wav,Informer (LP Version),Snow,12 Inches of Snow
2010/02/13/1266125851253_67342.wav,A Hard Day's Night,The Beatles,1
2010/02/14/1266128327935_68355.wav,Midnight Angel,Rhonda Vincent,All American Bluegrass Girl
2010/02/14/1266138030504_33132.wav,Without Me,Eminem,The Eminem Show
2010/02/14/1266169488518_37366.wav,Ain't No Sunshine,Bill Withers,Bill Withers' Greatest Hits
2010/02/14/1266170043533_90925.wav,"New York, I Love You But You're Bringing Me Down",LCD Soundsystem,Sound of Silver
2010/02/14/1266175774996_21633.wav,Don't Forget,Demi Lovato,Don't Forget
2010/02/14/1266192578528_99005.wav,Such Great Heights,The Postal Service,Give Up
2010/02/15/1266215567722_77892.wav,Doin' Time,Sublime,Sublime
2010/02/15/1266250084493_12987.wav,Collide,Howie Day,Stop All the World Now
2010/02/15/1266250195684_44214.wav,Collide,Howie Day,Stop All the World Now
2010/02/15/1266250323138_72036.wav,Collide,Howie Day,Stop All the World Now
2010/02/15/1266250617826_64074.wav,Life Is Beautiful,Sixx:A.M.,Live Is Beautiful
2010/02/15/1266250729205_17705.wav,Life Is Beautiful,Sixx:A.M.,Live Is Beautiful
2010/02/15/1266250833156_27213.wav,Life Is Beautiful,Sixx:A.M.,Live Is Beautiful
2010/02/15/1266251075708_39216.wav,If You Could Only See,Tonic,Lemon Parade
2010/02/15/1266251156397_13163.wav,If You Could Only See,Tonic,Lemon Parade
2010/02/15/1266251255861_48102.wav,If You Could Only See,Tonic,Lemon Parade
2010/02/15/1266252085742_49374.wav,Bad Day,Daniel Powter,Daniel Powter
2010/02/15/1266252258243_24902.wav,Bad Day,Daniel Powter,Daniel Powter
2010/02/15/1266252504985_54635.wav,Bad Day,Daniel Powter,Daniel Powter
2010/02/15/1266252887737_49066.wav,Animal I Have Become,Three Days Grace,One X
2010/02/15/1266253058532_46043.wav,Animal I Have Become,Three Days Grace,One X
2010/02/15/1266253175523_15361.wav,Animal I Have Become,Three Days Grace,One X
2010/02/15/1266253624025_38083.wav,Strawberry Fields Forever,The Beatles,Magical Mystery Tour
2010/02/15/1266253676590_20804.wav,Strawberry Fields Forever,The Beatles,Magical Mystery Tour
2010/02/15/1266253748948_46995.wav,Strawberry Fields Forever,The Beatles,Magical Mystery Tour
2010/02/15/1266254606637_69513.wav,I'm Gonna Be (500 Miles),The Proclaimers,Sunshine On Leith
2010/02/15/1266254765665_32814.wav,I'm Gonna Be (500 Miles),The Proclaimers,Sunshine On Leith
2010/02/15/1266254850793_20155.wav,I'm Gonna Be (500 Miles),The Proclaimers,Sunshine On Leith
2010/02/15/1266255058359_80098.wav,Blurry,Puddle of Mudd,Come Clean
2010/02/15/1266255189828_81158.wav,Blurry,Puddle of Mudd,Come Clean
2010/02/15/1266255283368_35723.wav,Blurry,Puddle of Mudd,Come Clean
2010/02/15/1266255634426_60358.wav,Heart of Gold,Neil Young,Neil Young: Greatest Hits
2010/02/15/1266255698919_46611.wav,Heart of Gold,Neil Young,Neil Young: Greatest Hits
2010/02/15/1266255855272_36418.wav,Heart of Gold,Neil Young,Neil Young: Greatest Hits
2010/02/15/1266256169978_82972.wav,How We Fade,The Thermals,Now We Can See (Bonus Track Version)
2010/02/15/1266256290067_51151.wav,I Will Always Love You,Whitney Houston,Whitney - The Greatest Hits
2010/02/15/1266256399612_31333.wav,I Will Always Love You,Whitney Houston,Whitney - The Greatest Hits
2010/02/15/1266256501042_72061.wav,I Will Always Love You,Whitney Houston,Whitney - The Greatest Hits
2010/02/15/1266256660131_45747.wav,Last Name,Carrie Underwood,Carnival Ride
2010/02/15/1266256710840_32153.wav,Last Name,Carrie Underwood,Carnival Ride
2010/02/15/1266256816390_80120.wav,Last Name,Carrie Underwood,Carnival Ride
2010/02/15/1266256875260_91901.wav,Last Name,Carrie Underwood,Carnival Ride
2010/02/15/1266259748617_30627.wav,I Will Follow You Into the Dark,Death Cab for Cutie,Plans
2010/02/15/1266259817232_59077.wav,I Will Follow You Into the Dark,Death Cab for Cutie,Plans
2010/02/15/1266260589349_36870.wav,Let Her Cry,Hootie & The Blowfish,Cracked Rear View
2010/02/15/1266260674484_41007.wav,Let Her Cry,Hootie & The Blowfish,Cracked Rear View
2010/02/15/1266261023362_75384.wav,Jingle Bells,"Nat ""King"" Cole",Jingle Bells - Single
2010/02/15/1266261209812_58787.wav,Criminal,Disturbed,Indestructible
2010/02/15/1266261249715_53613.wav,Criminal,Disturbed,Indestructible
2010/02/15/1266261625153_91102.wav,The Kids Aren't Alright,The Offspring,Americana
2010/02/15/1266261663952_20704.wav,The Kids Aren't Alright,The Offspring,Americana
2010/02/15/1266262726864_28877.wav,Oh! Carol,Neil Sedaka,The Very Best of Neil Sedaka
2010/02/15/1266262865626_41150.wav,Mrs. Officer,"Lil Wayne, Bobby Valentino & Kidd Kidd",Tha Carter III
2010/02/15/1266262989782_71849.wav,Mrs. Officer,"Lil Wayne, Bobby Valentino & Kidd Kidd",Tha Carter III
2010/02/15/1266263237776_27059.wav,Empty Walls,Serj Tankian,Elect the Dead
2010/02/15/1266264172100_95040.wav,The Package,A Perfect Circle,Thirteenth Step
2010/02/15/1266264220402_92140.wav,The Package,A Perfect Circle,Thirteenth Step
2010/02/15/1266264703097_11600.wav,"Mama, I'm Coming Home",Ozzy Osbourne,No More Tears
2010/02/15/1266264755482_40134.wav,"Mama, I'm Coming Home",Ozzy Osbourne,No More Tears
2010/02/15/1266265110789_52163.wav,Down In a Hole,Alice In Chains,Dirt
2010/02/15/1266265170255_48738.wav,Down In a Hole,Alice In Chains,Dirt
2010/02/15/1266265599625_31333.wav,Liberate,Disturbed,Believe
2010/02/15/1266265712331_90635.wav,Liberate,Disturbed,Believe
2010/02/15/1266265942303_12347.wav,California Love (Remix),"2Pac, Dr. Dre & Roger Troutman",All Eyez On Me
2010/02/15/1266265992516_83260.wav,California Love (Remix),"2Pac, Dr. Dre & Roger Troutman",All Eyez On Me
2010/02/15/1266266273458_96001.wav,Bad Girlfriend,Theory of a Deadman,Scars & Souvenirs
2010/02/15/1266266326679_58254.wav,Bad Girlfriend,Theory of a Deadman,Scars & Souvenirs
2010/02/15/1266266445864_69574.wav,Tim McGraw,Taylor Swift,Taylor Swift (Bonus Track Version)
2010/02/15/1266267333114_46746.wav,Yes,Coldplay,Viva la Vida or Death and All His Friends
2010/02/15/1266267451205_75480.wav,Yes,Coldplay,Viva la Vida or Death and All His Friends
2010/02/15/1266267776742_30281.wav,Whip It,Devo,Freedom of Choice (Deluxe Version) [Remastered]
2010/02/15/1266267860905_51172.wav,Whip It,Devo,Freedom of Choice (Deluxe Version) [Remastered]
2010/02/15/1266268448151_71233.wav,Strawberry Swing,Coldplay,Viva la Vida or Death and All His Friends
2010/02/15/1266268537604_79070.wav,Strawberry Swing,Coldplay,Viva la Vida or Death and All His Friends
2010/02/15/1266269277776_12660.wav,Hold Me In Your Arms (and Let Me Fall),Brad Paisley,Mud On the Tires
2010/02/15/1266269429926_89624.wav,Hold Me In Your Arms (and Let Me Fall),Brad Paisley,Mud On the Tires
2010/02/15/1266270084249_25230.wav,Knockin' On Heaven's Door,Guns N' Roses,Use Your Illusion II
2010/02/15/1266270258469_96825.wav,Knockin' On Heaven's Door,Guns N' Roses,Use Your Illusion II
2010/02/15/1266270730916_28657.wav,Heaven Sent,Keyshia Cole,Just Like You
2010/02/15/1266270935928_33194.wav,Heaven Sent,Keyshia Cole,Just Like You
2010/02/15/1266271615299_63345.wav,Kiss from a Rose,Seal,Seal (1994)
2010/02/15/1266271686344_93546.wav,Kiss from a Rose,Seal,Seal (1994)
2010/02/15/1266271694078_12116.wav,Kingston Town,UB40,The Very Best of UB40: 1980 - 2000
2010/02/15/1266272327126_42036.wav,Free Bird,Lynyrd Skynyrd,Pronounced Leh-Nerd Skin-Nerd
2010/02/15/1266272498230_92349.wav,Free Bird,Lynyrd Skynyrd,Pronounced Leh-Nerd Skin-Nerd
2010/02/15/1266273077761_26381.wav,Jessie's Girl,Rick Springfield,The Best of Rick Springfield
2010/02/15/1266273245580_84051.wav,Jessie's Girl,Rick Springfield,The Best of Rick Springfield
2010/02/15/1266273594300_77955.wav,If I Ain't Got You,Alicia Keys,The Diary of Alicia Keys
2010/02/15/1266273696130_85436.wav,If I Ain't Got You,Alicia Keys,The Diary of Alicia Keys
2010/02/16/1266304356830_26205.wav,Mad World,Michael Andrews & Gary Jules,Donnie Darko (Music From the Original Motion Picture Score)
2010/02/16/1266305672764_57262.wav,"Symphony No. 9 In D Minor, Op. 125 ""Choral"": Ode to Joy (excerpt from IV. Mvt)","London Symphony Orchestra, Josef Krips, Jennifer Vyvyan, Shirley Verrett, Rudolf Petrak & Donaldson Bell",111 Beethoven Masterpieces
2010/02/16/1266305728241_10898.wav,"Symphony No. 9 In D Minor, Op. 125 ""Choral"": Ode to Joy (excerpt from IV. Mvt)","London Symphony Orchestra, Josef Krips, Jennifer Vyvyan, Shirley Verrett, Rudolf Petrak & Donaldson Bell",111 Beethoven Masterpieces
